CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
479,86.0,Male,Month-to-month,44.84744140935696,1206.2826774396356,No,No,27,No,Mailed check,No
480,56.0,Male,Month-to-month,82.5573799880943,2501.6787493694064,No,Fiber optic,30,Yes,Credit card,No
481,38.0,Male,One year,20.0,1313.883986025059,No,No,63,Yes,Credit card,No
482,25.0,Male,Month-to-month,51.56935636357868,541.7070811734278,No,Fiber optic,10,Yes,Credit card,No
483,21.0,Female,One year,73.87502518887197,234.66250232476315,No,DSL,3,Yes,Mailed check,Yes
484,43.0,Female,Month-to-month,58.499870373982375,3513.5430104614265,No,Fiber optic,60,Yes,Bank transfer,No
485,28.0,Female,One year,40.51933217415274,1129.0881100303059,No,DSL,27,Yes,Bank transfer,No
486,18.0,Male,Month-to-month,52.19667025358265,2316.9816345009353,No,DSL,45,Yes,Credit card,No
487,30.0,Male,Month-to-month,94.50952979962085,5784.160218101125,Yes,No,62,Yes,Bank transfer,No
488,,Male,Month-to-month,124.94132172337729,3007.866562757495,Yes,No,24,Yes,Electronic check,No
489,65.0,Female,Month-to-month,74.18466044780794,3361.8949916320485,Yes,No,46,Yes,Credit card,Yes
490,53.0,Male,Month-to-month,20.0,805.3581569098058,Yes,DSL,44,Yes,Bank transfer,No
491,39.0,Female,One year,87.04306831331783,5564.653930391511,No,Fiber optic,63,Yes,Electronic check,No
492,62.0,Male,Month-to-month,58.108494563330034,66.28749792004828,No,No,4,Yes,Electronic check,No
493,41.0,Male,Two year,37.13731443284641,625.4130009367716,No,No,16,Yes,Electronic check,No
494,27.0,Male,Two year,45.99180845724507,2291.8340172484586,No,Unknown,51,Yes,Electronic check,No
495,62.0,Female,Month-to-month,47.266304565343546,2228.653138288491,No,Fiber optic,48,Yes,Bank transfer,No
496,48.0,Male,Two year,27.674571916664604,1820.4478159247983,No,No,65,Yes,Mailed check,No
497,24.0,Female,Month-to-month,68.107936686809,4815.8335973998655,No,No,69,No,Electronic check,No
498,37.0,Male,Month-to-month,124.84440397929478,5653.054296973196,No,DSL,45,No,Credit card,No
499,26.0,Male,Month-to-month,37.024267269914844,60.089763443404095,No,DSL,3,No,Bank transfer,Yes
500,19.0,Female,Month-to-month,123.92041075472513,2104.37255613931,No,No,17,Yes,Electronic check,No
501,53.0,Male,Month-to-month,76.24350032428427,2806.587295332486,No,DSL,37,Yes,Credit card,Yes
502,68.0,Male,Two year,67.2130813463175,232.40131484551353,No,DSL,5,No,Electronic check,No
503,19.0,Male,Month-to-month,60.3412025480157,2838.9232449435,Yes,DSL,47,Yes,Mailed check,No
504,48.0,Male,Month-to-month,45.81567497603835,1982.243906577826,No,DSL,44,Yes,Electronic check,No
505,30.0,Female,One year,78.75557805503543,2635.89748480329,No,DSL,33,Yes,Mailed check,No
506,32.0,Female,Month-to-month,85.65937141587425,1783.4342414800133,No,DSL,21,Yes,Credit card,No
507,31.0,Male,Month-to-month,20.0,1417.3269096148451,Yes,DSL,67,No,Bank transfer,No
508,27.0,Male,One year,146.29115017502943,9965.422055657293,No,No,68,No,Electronic check,No
509,40.0,Female,Month-to-month,20.0,650.6702298357864,No,DSL,32,Yes,Mailed check,No
510,27.0,Male,Month-to-month,54.33013591885641,1402.1851983759,Yes,Unknown,24,Yes,Credit card,No
511,44.0,Female,Month-to-month,20.0,715.0146848467909,No,Fiber optic,35,Yes,Electronic check,No
512,39.0,Male,Month-to-month,61.9627225490333,,No,Fiber optic,18,Yes,Electronic check,No
513,36.0,Female,Two year,56.156083724274666,3705.925411881289,No,DSL,67,Yes,Electronic check,No
514,26.0,Female,One year,81.97379844902926,4325.7144892685865,Yes,DSL,54,No,Mailed check,No
515,31.0,Female,Month-to-month,79.13001015681252,2068.6005851369737,No,DSL,26,No,Bank transfer,No
516,51.0,Female,Month-to-month,62.68564831918813,3821.1654540267846,No,No,60,Yes,Credit card,Yes
517,47.0,Male,Month-to-month,86.15256398488809,5542.580829343528,No,Fiber optic,65,No,Mailed check,No
518,25.0,Male,Two year,32.880077613574755,1654.916193405536,No,DSL,51,Yes,Bank transfer,No
519,41.0,Female,Month-to-month,72.32149830502165,4255.481335491652,No,No,60,No,Credit card,No
520,51.0,Female,Month-to-month,51.049571495330554,3010.3533974215766,No,DSL,59,Yes,Mailed check,No
521,20.0,Female,One year,58.88981660400317,1000.5238690363816,No,DSL,17,No,Mailed check,Yes
522,48.0,Female,Two year,78.11045947541548,1670.7835293780163,No,Fiber optic,21,Yes,Bank transfer,No
523,30.0,Male,Month-to-month,54.870828057673286,3651.272935855831,No,Fiber optic,67,No,Credit card,No
524,48.0,Female,Month-to-month,66.8450279776846,1858.4017323960636,No,Fiber optic,28,No,Bank transfer,Yes
525,28.0,Female,Month-to-month,35.37263768069845,1587.8062453510356,Yes,DSL,44,Yes,Bank transfer,Yes
526,20.0,Female,Month-to-month,102.86536691037738,7211.364597374755,No,Fiber optic,70,Yes,Mailed check,Yes
527,21.0,Female,One year,91.85332098983861,5715.153543775148,No,Fiber optic,62,No,Bank transfer,No
528,40.0,Female,One year,72.99950670444244,3108.604989887359,Yes,DSL,42,Yes,Electronic check,No
529,43.0,Female,One year,62.720199435215804,1416.4955107547453,No,Fiber optic,22,Yes,Electronic check,No
530,26.0,Female,Month-to-month,66.86885185461394,2646.52176650044,No,No,38,Yes,Electronic check,No
531,49.0,Male,Month-to-month,102.22070117542854,1453.334993969189,No,DSL,14,Yes,Electronic check,No
532,20.0,Female,Month-to-month,89.72816705913533,2355.332681861282,No,Fiber optic,26,No,Credit card,Yes
533,39.0,Female,Month-to-month,102.72532989758318,4093.8043500329213,Yes,Fiber optic,40,No,Bank transfer,Yes
534,21.0,Female,One year,59.743267812535805,3229.2762543467056,No,No,54,Yes,Bank transfer,No
535,30.0,Male,Month-to-month,84.50197838373867,1034.3535657039035,No,Unknown,13,No,Electronic check,No
536,40.0,Male,Month-to-month,105.66021946466036,1976.62274220689,Yes,Fiber optic,19,Yes,Credit card,No
537,27.0,Male,Month-to-month,42.215625901193114,1829.470324367959,No,Fiber optic,42,No,Bank transfer,No
538,34.0,Female,Month-to-month,40.32871417580293,1575.9394886043153,No,DSL,41,No,Electronic check,No
539,,Female,Month-to-month,78.25613484191152,3982.6168328307535,No,Fiber optic,50,Yes,Mailed check,No
540,31.0,Female,One year,32.95174320158951,83.84398889055981,No,Fiber optic,3,Yes,Bank transfer,No
541,52.0,Male,Month-to-month,20.0,574.5621047722934,No,No,31,Yes,Mailed check,No
542,23.0,Female,One year,105.23937190025646,1564.7698484493703,No,Fiber optic,15,Yes,Bank transfer,No
543,47.0,Male,Month-to-month,110.46695576997024,5994.741457595348,No,DSL,54,No,Bank transfer,Yes
544,61.0,Male,Month-to-month,34.59941337360459,1838.174526171204,No,DSL,53,Yes,Bank transfer,Yes
545,21.0,Male,Two year,27.040397167591856,1312.3584213041345,Yes,Fiber optic,45,Yes,Mailed check,No
546,28.0,Male,Month-to-month,50.40430895090281,1937.1265982179912,No,Fiber optic,38,Yes,Credit card,No
547,48.0,Male,One year,107.58425056358698,5404.73611098984,No,DSL,50,Yes,Mailed check,Yes
548,36.0,Female,Month-to-month,57.67784642265567,1411.2483422747123,No,Fiber optic,24,Yes,Electronic check,No
549,45.0,Female,Month-to-month,109.26127579716649,1864.354631209459,No,No,17,Yes,Credit card,Yes
550,30.0,Male,One year,79.74765223084094,1423.212669961322,No,DSL,18,Yes,Mailed check,No
551,41.0,Female,One year,75.21543407075856,3164.1581144062943,Yes,DSL,42,No,Mailed check,Yes
552,37.0,Female,One year,114.82213432010253,1963.4221310443668,No,Fiber optic,17,No,Electronic check,No
553,57.0,Male,Month-to-month,48.40326913831784,771.7545314481285,No,Fiber optic,16,Yes,Mailed check,No
554,43.0,Male,Month-to-month,66.93379687145749,3543.3690891161855,No,Fiber optic,52,Yes,Credit card,No
555,45.0,Female,One year,76.97277098792108,2828.6802925627658,No,DSL,36,Yes,Mailed check,No
556,33.0,Female,One year,68.53012896502928,2613.479581439575,No,No,39,Yes,Credit card,No
557,32.0,Female,Month-to-month,33.42696377466871,884.1204858377331,Yes,DSL,25,Yes,Electronic check,No
558,33.0,Female,Month-to-month,25.82393449419903,1083.649282233466,No,Fiber optic,42,No,Credit card,No
559,45.0,Male,One year,25.19568167484551,513.865046291913,No,Fiber optic,21,Yes,Mailed check,No
560,33.0,Female,Month-to-month,91.78764249527383,6277.034083362187,No,DSL,68,Yes,Electronic check,Yes
561,44.0,Male,Month-to-month,45.38791027931946,2692.129604116678,No,Fiber optic,59,Yes,Credit card,No
562,71.0,Male,One year,84.07824711823912,2477.52514311515,No,DSL,30,Yes,Credit card,No
563,53.0,Female,Month-to-month,72.60229113454619,4178.678668595238,No,Fiber optic,57,Yes,Bank transfer,No
564,35.0,Female,Month-to-month,40.754285934350634,1340.5847599700178,Yes,Fiber optic,33,Yes,Bank transfer,No
565,58.0,Female,One year,41.50302792461288,2239.173152191389,No,Fiber optic,53,Yes,Mailed check,No
566,33.0,Male,Month-to-month,74.02039481242294,1183.6050427645198,Yes,No,16,Yes,Bank transfer,No
567,20.0,Male,One year,72.33054128686886,3584.403717810342,No,DSL,49,Yes,Mailed check,No
568,24.0,Male,Month-to-month,84.76096708831221,471.16523013364775,Yes,No,5,Yes,Electronic check,No
569,20.0,Male,Month-to-month,56.27486326664226,3436.283184577749,No,No,60,Yes,Credit card,No
570,34.0,Female,Month-to-month,44.59876662976913,3135.987904734686,No,DSL,71,No,Electronic check,Yes
571,40.0,Male,Two year,73.29611574985853,4122.664181204295,Yes,No,55,No,Electronic check,No
572,65.0,Male,Month-to-month,112.59757373339838,3933.8226216066846,No,Fiber optic,35,Yes,Bank transfer,Yes
573,44.0,Female,Month-to-month,20.0,1320.1383444951628,No,No,69,Yes,Credit card,No
574,36.0,Male,Month-to-month,46.028419840787606,1942.3202119336288,No,No,42,No,Electronic check,No
575,52.0,Male,Month-to-month,87.71320426850261,6043.246827629355,No,No,69,Yes,Credit card,No
576,20.0,Female,Month-to-month,76.49456903461723,1806.6990766836313,No,Fiber optic,24,Yes,Credit card,No
577,43.0,Male,Month-to-month,88.15057881470526,6261.274064526283,No,Fiber optic,71,Yes,Electronic check,Yes
578,51.0,Male,Month-to-month,57.1103492611064,4092.429524052732,No,Fiber optic,71,Yes,Credit card,No
579,19.0,Male,Month-to-month,21.642519480738997,1207.101616418114,No,DSL,55,Yes,Mailed check,No
580,57.0,Male,One year,120.14478153599978,1748.721535653021,No,DSL,14,Yes,Credit card,No
581,45.0,Female,One year,102.51507669732692,5632.268058834588,Yes,Fiber optic,55,Yes,Mailed check,No
582,33.0,Male,Month-to-month,69.2746552773663,1060.38030590103,No,No,15,Yes,Mailed check,No
583,49.0,Female,Month-to-month,44.75018149087114,236.214640482209,No,No,5,Yes,Mailed check,Yes
584,74.0,Male,One year,55.28297276075985,314.133980086002,No,No,4,No,Electronic check,No
585,42.0,Female,One year,76.87250535429278,2255.4291746229073,No,DSL,30,Yes,Mailed check,No
586,43.0,Female,Month-to-month,62.4510319994213,3281.6436674758415,No,Fiber optic,53,No,Credit card,No
587,33.0,Female,Two year,69.56502506454844,2191.0388112148657,No,Fiber optic,30,Yes,Bank transfer,No
588,27.0,Male,Month-to-month,118.30411612527612,7205.450984236553,No,DSL,61,No,Bank transfer,No
589,52.0,Male,Month-to-month,97.71025639898563,6858.797701529046,Yes,DSL,71,No,Bank transfer,Yes
590,27.0,Male,Month-to-month,34.8766459400009,2470.8429309602066,No,DSL,68,Yes,Mailed check,No
591,41.0,Female,Two year,72.30757006826086,3928.3658438164957,No,No,55,Yes,Electronic check,No
592,32.0,Male,Month-to-month,54.38909470488655,3866.541448444216,No,No,71,Yes,Mailed check,No
593,47.0,Male,One year,78.9382937724466,3369.288161073975,No,No,42,Yes,Bank transfer,No
594,45.0,Male,Month-to-month,68.10005780473473,2019.9456798518709,No,Fiber optic,29,No,Credit card,No
595,55.0,Male,Month-to-month,150.0,5206.20863529869,No,DSL,35,Yes,Mailed check,No
596,32.0,Female,Month-to-month,82.8778497260783,3848.8080452419085,Yes,No,45,Yes,Bank transfer,No
597,35.0,Female,One year,65.97447981499602,1939.6148467628614,Yes,DSL,29,Yes,Credit card,No
598,25.0,Male,Month-to-month,125.2901817200047,8768.214698989883,Yes,Fiber optic,70,Yes,Electronic check,No
599,33.0,Male,Month-to-month,76.16648376557741,178.60953609899482,No,DSL,3,Yes,Credit card,No
600,45.0,Male,Month-to-month,24.4382711175897,1417.0509098455746,No,No,57,Yes,Electronic check,No
601,51.0,Female,One year,66.26659061193952,4448.633203422962,No,DSL,66,No,Credit card,No
602,26.0,Male,Month-to-month,88.4110974211616,1930.8570015982048,No,DSL,22,No,Electronic check,No
603,53.0,Female,Month-to-month,84.53588448694907,2194.9461961437332,Yes,Fiber optic,27,Yes,Electronic check,No
604,60.0,Female,Month-to-month,100.1552411310497,2168.1933349121205,No,DSL,22,No,Electronic check,No
605,46.0,Male,Two year,74.61149406133457,3639.3429815444492,No,No,49,Yes,Mailed check,No
606,68.0,Male,One year,72.49332914693991,1663.6012291832071,No,DSL,24,Yes,Credit card,No
607,28.0,Male,One year,27.925740949294237,780.1880587064053,Yes,No,27,Yes,Electronic check,No
608,21.0,Female,Month-to-month,115.85266773586494,4207.429432252849,No,Fiber optic,36,No,Credit card,Yes
609,19.0,Female,Month-to-month,60.83189259403203,998.3565548002857,No,Fiber optic,17,Yes,Mailed check,No
610,62.0,Male,Two year,40.61395559133031,2316.556788205154,Yes,No,56,Yes,Bank transfer,No
611,49.0,Female,Month-to-month,148.83723664595527,1442.6083678979444,Yes,Fiber optic,10,Yes,Bank transfer,No
612,39.0,Male,Month-to-month,120.4025706472826,6435.175807940295,Yes,Fiber optic,54,Yes,Electronic check,No
613,44.0,Male,Month-to-month,56.56753233227955,2096.8221906217536,No,DSL,38,Yes,Mailed check,No
614,23.0,Female,Two year,20.0,38.6028024851538,Yes,DSL,4,Yes,Credit card,No
615,76.0,Female,Month-to-month,48.44585736176402,2461.733497541245,No,Fiber optic,50,Yes,Electronic check,No
616,41.0,Female,Month-to-month,117.37406788779711,7187.6580712918885,No,DSL,61,Yes,Bank transfer,No
617,41.0,Female,One year,75.30139911116078,1535.56652892362,No,DSL,21,Yes,Mailed check,Yes
618,50.0,Male,Month-to-month,29.516909600920357,1028.9508171998389,No,Fiber optic,36,Yes,Bank transfer,Yes
619,47.0,Male,Month-to-month,93.5194462668249,4390.3778424166385,No,Fiber optic,46,Yes,Mailed check,No
620,43.0,Male,Two year,63.70425914160865,4563.91954457145,No,DSL,71,Yes,Bank transfer,No
621,28.0,Female,Two year,50.538940966235046,2153.1788119529556,No,No,44,Yes,Electronic check,No
622,47.0,Male,One year,52.81478561200733,3446.47278706179,No,DSL,64,No,Electronic check,No
623,68.0,Female,One year,109.19177524410638,2078.270347351308,No,Fiber optic,18,Yes,Electronic check,No
624,60.0,Female,Month-to-month,86.39909045062237,1121.8969932514742,No,No,13,Yes,Bank transfer,Yes
625,63.0,Female,Two year,25.418269395709117,315.27713733007573,No,DSL,13,Yes,Credit card,Yes
626,32.0,Male,Month-to-month,81.01566340350855,2004.0611202285083,No,No,25,No,Bank transfer,No
627,25.0,Female,One year,73.228452392389,350.6292368118283,Yes,Fiber optic,5,No,Bank transfer,No
628,38.0,Female,Two year,57.3877680522777,2276.5426752656876,No,No,39,Yes,Credit card,No
629,40.0,Female,One year,58.969566296221615,1678.4804878466925,No,Fiber optic,29,Yes,Electronic check,No
630,56.0,Female,One year,44.0484270974774,2549.0224839335146,No,DSL,57,No,Bank transfer,No
631,21.0,Female,One year,50.124208853268186,2305.739378767139,Yes,No,46,Yes,Bank transfer,No
632,62.0,Female,Month-to-month,78.69170345608153,2567.3383325603622,Yes,Fiber optic,33,No,Electronic check,Yes
633,37.0,Female,One year,61.67290278988924,634.6293879663848,Yes,DSL,10,Yes,Bank transfer,No
634,33.0,Female,Month-to-month,86.37044914571007,4998.697829196194,Yes,No,58,Yes,Credit card,No
635,24.0,Female,Month-to-month,46.45061102668399,1129.3400515865872,No,No,25,Yes,Mailed check,No
636,19.0,Female,Month-to-month,91.22483849112469,3556.3328404672798,Yes,DSL,39,Yes,Bank transfer,No
637,52.0,Female,Month-to-month,109.43333723368477,1750.1810955369667,No,DSL,16,No,Credit card,No
638,41.0,Female,One year,69.79649080002035,4163.9323972147895,No,Fiber optic,60,Yes,Electronic check,No
639,20.0,Male,Two year,128.4281974623713,3555.236177104913,No,No,28,Yes,Mailed check,No
640,20.0,Male,Month-to-month,86.78928615704702,3823.2224488021648,No,DSL,44,Yes,Electronic check,No
641,34.0,Female,Month-to-month,54.937059291740155,3196.6843447658944,Yes,Fiber optic,58,No,Electronic check,No
642,65.0,Female,Month-to-month,86.90094903496143,2800.827989972969,No,Fiber optic,32,Yes,Electronic check,No
643,36.0,Female,Two year,20.0,1278.3991856328526,No,DSL,63,Yes,Mailed check,No
644,21.0,Male,Month-to-month,20.0,965.974000784945,Yes,Fiber optic,45,Yes,Credit card,Yes
645,36.0,Male,One year,60.11565208037152,3131.7450972447946,Yes,DSL,53,No,Credit card,No
646,35.0,Male,Two year,89.00397427151182,5508.556457577069,No,Fiber optic,61,Yes,Credit card,No
647,18.0,Female,Month-to-month,67.4484000924535,3305.5289938742512,No,Fiber optic,50,Yes,Credit card,No
648,39.0,Female,Two year,92.37620886936801,2556.5501307511026,No,DSL,27,Yes,Mailed check,No
649,36.0,Female,Two year,33.9479305255409,907.7231140700959,No,No,26,Yes,Electronic check,No
650,50.0,Female,Two year,96.48518199938178,263.65783295216556,No,DSL,3,Yes,Bank transfer,No
651,67.0,Male,Month-to-month,118.86437843242669,4514.6893753328795,No,Fiber optic,39,No,Mailed check,No
652,56.0,Female,Month-to-month,49.107684552823585,3117.2486581047924,No,Fiber optic,65,No,Electronic check,No
653,35.0,Male,One year,93.12996284512994,3227.8543025551025,No,DSL,35,No,Bank transfer,No
654,23.0,Male,Month-to-month,70.68454941490337,3768.5720780050315,Yes,DSL,53,Yes,Electronic check,No
655,78.0,Female,One year,83.25521634807504,3803.0267335347103,No,DSL,46,Yes,Credit card,No
656,40.0,Male,Month-to-month,118.80434700103268,8076.755894147183,Yes,DSL,68,Yes,Mailed check,No
657,40.0,Male,Month-to-month,79.81909819526754,1734.189586294775,Yes,No,22,Yes,Mailed check,No
658,39.0,Male,Month-to-month,92.93326362991051,5584.4194757998275,No,Fiber optic,60,No,Bank transfer,Yes
659,42.0,Male,Month-to-month,32.10866076460951,123.45764009085251,No,No,6,No,Mailed check,No
660,37.0,Female,Month-to-month,92.00922357858344,4771.279437508641,Yes,Fiber optic,52,No,Electronic check,No
661,31.0,Female,Month-to-month,118.30021452562383,3457.0186481772434,Yes,DSL,29,Yes,Electronic check,No
662,31.0,Male,Month-to-month,42.294981312603376,1945.0178304268054,No,DSL,43,Yes,Bank transfer,No
663,39.0,Female,One year,60.30930563055476,2092.6515796628264,No,DSL,34,Yes,Bank transfer,No
664,31.0,Male,One year,90.58379902672712,2798.838429929566,Yes,DSL,31,No,Bank transfer,No
665,29.0,Female,Month-to-month,83.4335238339985,3806.0031428978814,Yes,Fiber optic,46,Yes,Bank transfer,No
666,41.0,Female,Month-to-month,29.2081674470176,139.70082241005625,No,DSL,4,Yes,Credit card,Yes
667,36.0,Female,Month-to-month,74.94734117235524,107.99023253451574,No,Fiber optic,2,Yes,Electronic check,No
668,62.0,Female,Month-to-month,60.019545843071256,307.30922777218785,Yes,DSL,5,No,Electronic check,No
669,18.0,Female,Month-to-month,40.94034603108693,1899.0915346179095,No,Fiber optic,46,Yes,Electronic check,No
670,56.0,Male,Month-to-month,110.7017460517801,2093.4674682696354,No,DSL,19,Yes,Electronic check,No
671,58.0,Female,Month-to-month,70.1638113271972,2714.826464554633,No,Fiber optic,38,No,Credit card,No
672,19.0,Male,One year,99.49145958718314,5865.295914425383,No,DSL,59,Yes,Bank transfer,Yes
673,34.0,Male,Month-to-month,34.797609212640396,2482.9311318774094,Yes,DSL,72,Yes,Mailed check,Yes
674,34.0,Female,Two year,87.66836972563272,1727.8668985792267,No,DSL,20,Yes,Electronic check,Yes
675,18.0,Male,Month-to-month,101.8506856844976,6861.28083245156,No,DSL,68,Yes,Mailed check,Yes
676,28.0,Female,Two year,62.73554198937215,3253.8968783642063,No,DSL,53,Yes,Credit card,No
677,23.0,Male,Month-to-month,55.08459672465543,3059.612454867235,No,DSL,55,Yes,Credit card,No
678,66.0,Male,Month-to-month,30.871847769615535,1277.921949867548,No,No,39,Yes,Bank transfer,No
679,54.0,Female,Month-to-month,43.9584196269617,1689.9286130274556,No,DSL,36,Yes,Credit card,No
680,59.0,Female,Month-to-month,56.42100146093526,3328.2942090933448,No,No,58,Yes,Bank transfer,No
681,50.0,Female,Month-to-month,40.72266489530024,636.8712220130593,Yes,Fiber optic,15,Yes,Mailed check,No
682,23.0,Female,Month-to-month,46.961600166848996,62.34850271383797,No,Fiber optic,1,No,Credit card,Yes
683,32.0,Male,One year,74.74290749214126,738.1855174065288,Yes,Fiber optic,9,No,Bank transfer,No
684,47.0,Female,Month-to-month,78.3336459517813,1783.2387325306056,Yes,Fiber optic,23,Yes,Mailed check,No
685,21.0,Male,One year,102.72535061595312,5431.770404306638,No,DSL,52,No,Electronic check,No
686,50.0,Male,Month-to-month,47.14679938364645,1223.8285823213607,No,DSL,26,Yes,Bank transfer,No
687,36.0,Male,Two year,70.69555633403549,4254.693350210516,No,Fiber optic,60,No,Bank transfer,No
688,34.0,Male,Month-to-month,57.46909682380296,1035.6786103435297,No,DSL,18,Yes,Mailed check,Yes
689,50.0,Male,Month-to-month,55.349042510886626,3266.505694334931,Yes,Fiber optic,58,Yes,Mailed check,No
690,46.0,Male,Month-to-month,60.51582311081032,3932.9454197684654,No,No,65,No,Mailed check,Yes
691,34.0,Female,Month-to-month,64.1147360576062,4444.157437195763,No,Fiber optic,69,Yes,Mailed check,No
692,57.0,Male,Month-to-month,77.51188798888187,1024.2040357082751,Yes,DSL,14,Yes,Mailed check,No
693,23.0,Male,Month-to-month,60.08926100269377,2754.4260075945795,Yes,DSL,46,Yes,Bank transfer,No
694,49.0,Male,One year,106.81991890155307,7422.929087052504,No,DSL,69,No,Mailed check,No
695,48.0,Female,Two year,20.0,597.7525057820698,No,Fiber optic,32,Yes,Electronic check,No
696,35.0,Female,Month-to-month,101.61860876467853,5181.20698056656,No,Fiber optic,51,Yes,Mailed check,No
697,44.0,Male,Two year,58.94489002173885,4065.2002227513713,No,Fiber optic,69,Yes,Credit card,No
698,21.0,Female,Two year,64.33501250192033,935.8043802677685,No,DSL,15,No,Bank transfer,No
699,53.0,Male,One year,69.7115356490907,3745.6231794431924,No,DSL,53,Yes,Electronic check,No
700,37.0,Female,Month-to-month,91.16926129767913,6497.764313972192,No,No,71,Yes,Bank transfer,No
701,32.0,Male,Month-to-month,43.5912532309217,3052.9008286574967,Yes,DSL,69,Yes,Credit card,No
702,55.0,Female,Month-to-month,50.29422318341504,806.9874958128617,Yes,DSL,15,Yes,Mailed check,Yes
703,29.0,Female,One year,85.01679015692943,2552.054934612167,No,DSL,30,Yes,Bank transfer,No
704,18.0,Female,Month-to-month,20.0,558.6980828302463,No,DSL,24,No,Bank transfer,No
705,18.0,Male,Month-to-month,68.97500107329243,2353.300984829776,No,No,35,Yes,Mailed check,No
706,49.0,Male,Month-to-month,46.06810988530033,3171.193857013729,Yes,DSL,69,Yes,Bank transfer,No
707,20.0,Male,Month-to-month,39.75312476635366,484.4851337677135,No,Fiber optic,12,Yes,Bank transfer,No
708,66.0,Female,One year,20.846084552055103,871.9556962245451,Yes,DSL,46,No,Bank transfer,No
709,18.0,Female,Month-to-month,93.16906165207106,6499.40669715127,Yes,Fiber optic,69,Yes,Credit card,No
710,65.0,Male,One year,74.76477697628951,2648.1084750671803,Yes,No,36,Yes,Credit card,No
711,43.0,Female,One year,49.83156391755111,2395.317043729535,No,DSL,48,Yes,Credit card,Yes
712,38.0,Male,Month-to-month,65.06326270988293,4396.979802823049,No,DSL,67,Yes,Electronic check,No
713,31.0,Male,Month-to-month,37.213530572371646,2125.4393498047248,No,Unknown,54,No,Bank transfer,No
714,45.0,Male,One year,53.91442469678503,1857.6735820271563,Yes,Unknown,36,No,Mailed check,No
715,39.0,Male,Month-to-month,64.04960992245826,3360.398491500271,No,Fiber optic,52,Yes,Mailed check,No
716,56.0,Female,Month-to-month,71.91851425257435,1568.4109227239278,No,No,22,No,Bank transfer,No
717,41.0,Female,Month-to-month,81.76190835924828,3139.350710898688,Yes,DSL,38,Yes,Mailed check,No
718,42.0,Female,Month-to-month,20.0,1286.871719174385,No,Fiber optic,62,Yes,Electronic check,No
719,34.0,Male,Month-to-month,81.85527877674436,5341.504625625214,No,DSL,65,No,Mailed check,No
720,39.0,Female,Month-to-month,20.0,63.968369731125904,No,DSL,3,Yes,Credit card,No
721,44.0,Male,Month-to-month,124.41900653662123,942.5033461545775,Yes,Fiber optic,8,Yes,Credit card,No
722,20.0,Male,Month-to-month,95.40100704981948,3671.341331125122,No,No,39,No,Credit card,No
723,19.0,Male,One year,102.74379539237955,1889.6670147108837,Yes,DSL,18,Yes,Credit card,No
724,51.0,Male,Month-to-month,49.765807318872746,106.33892891585724,Yes,DSL,3,No,Mailed check,No
725,42.0,Male,One year,93.42520031421142,1702.9241342536266,No,Fiber optic,18,Yes,Bank transfer,No
726,37.0,Male,Month-to-month,34.97820325123529,100.09148489833393,No,Fiber optic,1,Yes,Electronic check,No
727,40.0,Female,One year,73.17663602779216,1837.7047056731215,No,No,26,Yes,Electronic check,No
728,45.0,Female,Month-to-month,20.0,1105.2935860870325,No,DSL,52,Yes,Mailed check,No
729,31.0,Female,One year,96.49188883611342,1221.483358747507,No,Fiber optic,12,No,Mailed check,No
730,28.0,Female,Month-to-month,121.80620210018637,4645.76414826282,No,DSL,38,Yes,Credit card,No
731,42.0,Male,One year,49.05333332578745,1980.4199429050377,No,Fiber optic,41,Yes,Bank transfer,Yes
732,25.0,Male,Month-to-month,73.67891700943946,3931.5911663150027,No,DSL,53,Yes,Credit card,Yes
733,46.0,Female,Month-to-month,83.31513774385601,1074.1967966096704,No,DSL,13,No,Bank transfer,No
734,20.0,Female,Month-to-month,23.4923500854217,269.9961269239555,No,No,13,No,Credit card,No
735,55.0,Female,One year,47.52679909629268,862.3938509522621,No,Fiber optic,18,Yes,Electronic check,No
736,47.0,Female,One year,45.669705440875404,823.9374785221468,Yes,DSL,19,No,Bank transfer,Yes
737,43.0,Female,Month-to-month,142.2119095130589,2642.8942507181573,No,Fiber optic,19,Yes,Electronic check,No
738,54.0,Female,One year,101.37407093081082,7069.021869712203,Yes,Fiber optic,70,Yes,Credit card,No
739,64.0,Female,One year,63.48751405251695,2961.356188896364,Yes,DSL,48,Yes,Electronic check,No
740,55.0,Female,Two year,93.37122232102023,6689.299397704851,No,Fiber optic,71,Yes,Mailed check,No
741,21.0,Male,One year,76.33748553126156,5445.797756462485,No,Fiber optic,71,Yes,Electronic check,No
742,20.0,Male,One year,87.79111821789246,2415.12513373707,No,DSL,28,No,Electronic check,No
743,30.0,Male,Month-to-month,38.39457516258026,704.0117974351192,No,No,19,No,Credit card,Yes
744,40.0,Male,One year,111.20129175637999,5375.599338889816,No,Fiber optic,48,Yes,Electronic check,No
745,47.0,Female,Month-to-month,46.967788261889766,1425.7207503066911,No,No,29,No,Electronic check,Yes
746,29.0,Male,Two year,48.52083923744702,2334.36140775126,No,Fiber optic,48,Yes,Mailed check,Yes
747,42.0,Female,Month-to-month,87.70681545332349,1653.5265615243914,No,Fiber optic,19,Yes,Bank transfer,No
